items,count,total,rnd,customer,age,city,paymentType
"citrus fruit,whole milk,butter,yogurt,frozen vegetables,rolls/buns,baking powder,instant coffee,napkins,dishes,newspapers",11,1234,8,Rania,37,Dakahlia,Credit
"beef,soft cheese,bottled beer",3,1989,8,Rania,37,Dakahlia,Cash
"rolls/buns,bottled water",2,965,13,Sayed,37,Cairo,Credit
"pastry,soda",2,1284,5,Shimaa,55,Port Said,Cash
canned beer,1,2214,1,Farida,22,Cairo,Credit
whole milk,1,1900,9,Maged,60,Hurghada,Cash
"pip fruit,whole milk,butter,cream cheese ,bottled water,newspapers",6,1703,12,Eman,23,Aswan,Cash
"citrus fruit,tropical fruit,whole milk,pastry,margarine,candles",6,1390,2,Mohamed,25,Alexandria,Cash
"other vegetables,whole milk,yogurt,domestic eggs,roll products ,newspapers,shopping bags",7,1698,2,Mohamed,25,Alexandria,Cash
"citrus fruit,root vegetables,whole milk,butter milk,yogurt,baking powder,bottled water",7,1870,9,Maged,60,Hurghada,Cash
"beef,white wine",2,601,14,Magdy,36,Sohag,Cash
meat,1,352,14,Magdy,36,Sohag,Credit
"UHT-milk,condensed milk,sugar,coffee,cling film/bags",5,1054,13,Sayed,37,Cairo,Credit
"frankfurter,sausage,finished products,organic sausage,pastry,waffles",6,540,2,Mohamed,25,Alexandria,Credit
"sausage,sliced cheese,rolls/buns,soda",4,1624,15,Sameh,35,Hurghada,Credit
"bottled beer,liquor,shopping bags",3,1412,2,Mohamed,25,Alexandria,Cash
soda,1,2417,12,Eman,23,Aswan,Cash
"tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products",8,2382,14,Magdy,36,Sohag,Cash
"other vegetables,whole milk,rolls/buns,flour",4,2494,4,Adel,50,Alexandria,Cash
"hamburger meat,rolls/buns,candles",3,1495,5,Shimaa,55,Port Said,Credit
"fish,root vegetables,rolls/buns,roll products ,napkins",5,2391,12,Eman,23,Aswan,Credit
"frankfurter,sausage,chicken,citrus fruit,root vegetables,onions,other vegetables,butter,processed cheese,spread cheese,salad dressing,frozen vegetables,frozen fish,rolls/buns,flour,artif. sweetener,soda,candy,cleaner",19,1239,2,Mohamed,25,Alexandria,Credit
"yogurt,cream cheese ,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,chocolate,newspapers",10,1085,8,Rania,37,Dakahlia,Cash
"tropical fruit,yogurt,coffee,cling film/bags,newspapers",5,1036,15,Sameh,35,Hurghada,Credit
"meat,root vegetables,pastry",3,121,15,Sameh,35,Hurghada,Cash
"bottled water,soda,salty snack",3,2465,13,Sayed,37,Cairo,Cash
"hamburger meat,whole milk,yogurt,salt,canned vegetables,soda,cling film/bags",7,566,6,Walaa,29,Cairo,Credit
"meat,root vegetables,hard cheese,brown bread",4,600,13,Sayed,37,Cairo,Cash
frankfurter,1,180,2,Mohamed,25,Alexandria,Credit
"chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers",8,1910,4,Adel,50,Alexandria,Credit
"chicken,other vegetables,whipped/sour cream,pickled vegetables",4,375,5,Shimaa,55,Port Said,Cash
salty snack,1,1389,12,Eman,23,Aswan,Cash
"whole milk,whipped/sour cream",2,1360,11,Hanan,22,Fayoum,Cash
rolls/buns,1,648,7,Huda,39,Gharbia,Cash
"beef,hamburger meat",2,1399,1,Farida,22,Cairo,Cash
"citrus fruit,onions,soups",3,1715,1,Farida,22,Cairo,Credit
"chicken,herbs,curd,oil,soda,canned beer,napkins",7,2271,10,Samy,55,Alexandria,Cash
"citrus fruit,other vegetables,curd,brown bread,hygiene articles",5,1036,8,Rania,37,Dakahlia,Cash
"bottled water,white wine,salty snack",3,1346,2,Mohamed,25,Alexandria,Credit
"sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags",9,1602,14,Magdy,36,Sohag,Cash
"pip fruit,grapes,whole milk,rolls/buns",4,808,7,Huda,39,Gharbia,Cash
"frankfurter,beef,whole milk,chocolate marshmallow",4,1694,13,Sayed,37,Cairo,Credit
"ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow",10,1149,8,Rania,37,Dakahlia,Cash
"butter,sliced cheese,brown bread",3,643,2,Mohamed,25,Alexandria,Cash
"pork,citrus fruit,whole milk,curd,yogurt,bottled beer,dishes",7,154,15,Sameh,35,Hurghada,Cash
"pork,beverages",2,1802,15,Sameh,35,Hurghada,Credit
"citrus fruit,pip fruit,other vegetables,condensed milk,frozen vegetables,pastry,waffles",7,1692,4,Adel,50,Alexandria,Cash
canned beer,1,2366,10,Samy,55,Alexandria,Cash
"berries,liquor",2,576,14,Magdy,36,Sohag,Credit
"condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer",5,998,7,Huda,39,Gharbia,Credit
"chicken,rolls/buns,margarine,coffee,bottled water,red/blush wine,long life bakery product,candy,newspapers",9,998,4,Adel,50,Alexandria,Cash
rolls/buns,1,296,8,Rania,37,Dakahlia,Cash
"pork,citrus fruit,tropical fruit,pip fruit",4,1959,11,Hanan,22,Fayoum,Credit
"whole milk,rolls/buns,soap,napkins,newspapers",5,1457,1,Farida,22,Cairo,Cash
"root vegetables,frozen vegetables",2,1460,15,Sameh,35,Hurghada,Cash
"chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese ,domestic eggs,sweet spreads,dog food,napkins",12,594,6,Walaa,29,Cairo,Credit
"root vegetables,other vegetables,whole milk,yogurt,hard cheese,frozen vegetables,rolls/buns",7,1189,15,Sameh,35,Hurghada,Credit
"tropical fruit,other vegetables,whole milk,margarine",4,1909,4,Adel,50,Alexandria,Cash
"root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns",5,2345,14,Magdy,36,Sohag,Credit
chewing gum,1,1821,7,Huda,39,Gharbia,Credit
"root vegetables,whole milk,beverages,salt",4,626,12,Eman,23,Aswan,Cash
"chicken,grapes,whole milk,rolls/buns,white wine,dishes",6,531,5,Shimaa,55,Port Said,Credit
canned beer,1,718,11,Hanan,22,Fayoum,Cash
whole milk,1,2166,8,Rania,37,Dakahlia,Credit
"citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water",6,521,5,Shimaa,55,Port Said,Credit
bottled beer,1,2128,15,Sameh,35,Hurghada,Cash
whole milk,1,1180,3,Ahmed,30,Giza,Cash
"onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar",6,423,3,Ahmed,30,Giza,Credit
"sausage,tropical fruit,berries,other vegetables,whole milk,curd,mayonnaise,rolls/buns,flour,margarine,sugar,cake bar,chocolate",13,1946,7,Huda,39,Gharbia,Cash
other vegetables,1,1770,8,Rania,37,Dakahlia,Credit
bottled beer,1,1374,15,Sameh,35,Hurghada,Cash
whole milk,1,1779,2,Mohamed,25,Alexandria,Cash
"yogurt,canned fish",2,1204,13,Sayed,37,Cairo,Credit
"sausage,pastry,soda,salty snack,newspapers,shopping bags",6,827,8,Rania,37,Dakahlia,Cash
specialty chocolate,1,1527,10,Samy,55,Alexandria,Cash
"zwieback,dishes",2,1575,2,Mohamed,25,Alexandria,Cash
frozen vegetables,1,1494,1,Farida,22,Cairo,Cash
"frankfurter,rolls/buns",2,1629,9,Maged,60,Hurghada,Credit
"whole milk,rolls/buns,bottled water",3,1552,11,Hanan,22,Fayoum,Credit
"frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice",7,1873,8,Rania,37,Dakahlia,Credit
"pork,canned beer,seasonal products",3,1762,9,Maged,60,Hurghada,Credit
canned vegetables,1,356,4,Adel,50,Alexandria,Cash
"chicken,berries,other vegetables,yogurt,frozen vegetables",5,971,12,Eman,23,Aswan,Credit
"pip fruit,root vegetables,other vegetables,beverages,cookware",5,331,2,Mohamed,25,Alexandria,Credit
"sausage,sliced cheese,rolls/buns,sugar,candy",5,1888,2,Mohamed,25,Alexandria,Cash
"whole milk,oil,candles",3,1522,3,Ahmed,30,Giza,Credit
pork,1,1681,14,Magdy,36,Sohag,Credit
chicken,1,1647,15,Sameh,35,Hurghada,Cash
"coffee,female sanitary products,napkins",3,2214,6,Walaa,29,Cairo,Cash
"sausage,root vegetables,frozen vegetables,frozen meals,rolls/buns,bottled water",6,1479,11,Hanan,22,Fayoum,Credit
"sausage,rolls/buns,male cosmetics",3,1243,2,Mohamed,25,Alexandria,Cash
bottled beer,1,2381,6,Walaa,29,Cairo,Cash
curd cheese,1,296,1,Farida,22,Cairo,Cash
"frankfurter,rolls/buns",2,536,14,Magdy,36,Sohag,Credit
"sausage,tropical fruit,rolls/buns,pastry",4,2056,15,Sameh,35,Hurghada,Credit
"soda,salty snack",2,776,4,Adel,50,Alexandria,Credit
"rolls/buns,canned fish,canned beer,waffles,newspapers",5,1837,12,Eman,23,Aswan,Credit
tropical fruit,1,232,1,Farida,22,Cairo,Cash
"butter,beverages,sliced cheese,pastry,shopping bags",5,784,4,Adel,50,Alexandria,Cash
"frankfurter,white wine,dish cleaner",3,690,2,Mohamed,25,Alexandria,Cash
finished products,1,835,4,Adel,50,Alexandria,Credit
"liver loaf,pip fruit,grapes,other vegetables",4,704,12,Eman,23,Aswan,Cash
"frankfurter,beef,berries,processed cheese,frozen meals,frozen potato products,rolls/buns,ready soups,bottled water,soda,fruit/vegetable juice,red/blush wine,long life bakery product,specialty bar",14,1070,4,Adel,50,Alexandria,Cash
"butter milk,instant coffee",2,2435,2,Mohamed,25,Alexandria,Credit
"whole milk,curd,red/blush wine,newspapers",4,2411,4,Adel,50,Alexandria,Credit
"whole milk,butter,rolls/buns,pasta,candy",5,820,1,Farida,22,Cairo,Cash
"root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages",7,775,7,Huda,39,Gharbia,Cash
"whole milk,yogurt,frozen meals,waffles,napkins,newspapers",6,1009,5,Shimaa,55,Port Said,Credit
"sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice",6,1853,3,Ahmed,30,Giza,Credit
waffles,1,812,12,Eman,23,Aswan,Credit
citrus fruit,1,1210,11,Hanan,22,Fayoum,Credit
whole milk,1,570,10,Samy,55,Alexandria,Cash
"pork,newspapers",2,2397,8,Rania,37,Dakahlia,Credit
"berries,other vegetables,yogurt,spread cheese,rolls/buns",5,1986,4,Adel,50,Alexandria,Cash
"bottled water,specialty chocolate",2,2261,1,Farida,22,Cairo,Credit
chocolate,1,349,1,Farida,22,Cairo,Credit
fruit/vegetable juice,1,1893,8,Rania,37,Dakahlia,Cash
"whole milk,artif. sweetener",2,1629,5,Shimaa,55,Port Said,Cash
chocolate marshmallow,1,1389,5,Shimaa,55,Port Said,Cash
"chicken,whole milk",2,999,10,Samy,55,Alexandria,Cash
hygiene articles,1,465,6,Walaa,29,Cairo,Cash
pork,1,741,14,Magdy,36,Sohag,Cash
"root vegetables,UHT-milk,condensed milk,white bread,shopping bags",5,1683,7,Huda,39,Gharbia,Cash
"chicken,ice cream",2,1357,12,Eman,23,Aswan,Cash
"root vegetables,onions,yogurt,whipped/sour cream,UHT-milk,salt,coffee,bottled water,bottled beer",9,1952,7,Huda,39,Gharbia,Credit
"pip fruit,whole milk,domestic eggs,sweet spreads,soda",5,486,14,Magdy,36,Sohag,Cash
"pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate",6,1897,15,Sameh,35,Hurghada,Cash
bottled beer,1,2369,13,Sayed,37,Cairo,Cash
"rolls/buns,newspapers",2,2493,2,Mohamed,25,Alexandria,Credit
"whole milk,bottled water,bottled beer",3,456,14,Magdy,36,Sohag,Cash
candy,1,1822,14,Magdy,36,Sohag,Cash
"curd,Instant food products,specialty bar",3,1678,11,Hanan,22,Fayoum,Cash
"sausage,turkey,pip fruit,curd,yogurt,frozen vegetables,white bread,canned vegetables,sweet spreads,soda,fruit/vegetable juice,hygiene articles",12,1584,14,Magdy,36,Sohag,Cash
"frankfurter,sausage,tropical fruit,other vegetables,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,chocolate,dish cleaner,shopping bags",11,1959,6,Walaa,29,Cairo,Cash
"herbs,other vegetables,hygiene articles,napkins",4,621,1,Farida,22,Cairo,Credit
"grapes,berries",2,2056,11,Hanan,22,Fayoum,Credit
"sausage,root vegetables,other vegetables,whole milk,soda,candy",6,2023,7,Huda,39,Gharbia,Cash
"bottled beer,red/blush wine",2,834,11,Hanan,22,Fayoum,Cash
"yogurt,spread cheese,pastry,shopping bags",4,812,13,Sayed,37,Cairo,Credit
"canned beer,red/blush wine",2,437,15,Sameh,35,Hurghada,Credit
"nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers",6,694,11,Hanan,22,Fayoum,Credit
"grapes,berries,soda",3,1004,6,Walaa,29,Cairo,Cash
"grapes,other vegetables,frozen dessert",3,1122,7,Huda,39,Gharbia,Cash
"citrus fruit,semi-finished bread",2,1454,14,Magdy,36,Sohag,Cash
"whole milk,canned beer",2,1855,1,Farida,22,Cairo,Cash
"rolls/buns,brown bread",2,2040,8,Rania,37,Dakahlia,Credit
"rolls/buns,snack products",2,1224,6,Walaa,29,Cairo,Credit
canned beer,1,985,9,Maged,60,Hurghada,Cash
butter,1,762,7,Huda,39,Gharbia,Credit
"beef,tropical fruit,root vegetables,yogurt,brown bread,canned fish,canned beer,red/blush wine,newspapers",9,2477,10,Samy,55,Alexandria,Credit
soda,1,727,3,Ahmed,30,Giza,Cash
"sausage,whole milk,rolls/buns,coffee,newspapers",5,1073,3,Ahmed,30,Giza,Cash
"sausage,rolls/buns,soda",3,2329,2,Mohamed,25,Alexandria,Credit
"cream cheese ,coffee,bottled water",3,1675,13,Sayed,37,Cairo,Credit
"long life bakery product,waffles,newspapers",3,1977,1,Farida,22,Cairo,Credit
"other vegetables,butter milk,yogurt",3,1735,11,Hanan,22,Fayoum,Credit
"canned beer,newspapers",2,1884,5,Shimaa,55,Port Said,Cash
"bottled water,soda,bottled beer",3,2019,9,Maged,60,Hurghada,Credit
"sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags",10,1234,10,Samy,55,Alexandria,Credit
"pork,root vegetables,other vegetables,beverages,rolls/buns,pastry,sauces,bottled water,soda,red/blush wine,sparkling wine,chocolate,specialty chocolate,candy,napkins,newspapers",16,767,4,Adel,50,Alexandria,Credit
grapes,1,361,11,Hanan,22,Fayoum,Cash
"bottled beer,prosecco",2,967,11,Hanan,22,Fayoum,Credit
instant coffee,1,833,11,Hanan,22,Fayoum,Cash
"berries,yogurt,cat food,chocolate",4,2465,8,Rania,37,Dakahlia,Credit
"citrus fruit,pickled vegetables,meat spreads,specialty chocolate",4,1967,5,Shimaa,55,Port Said,Cash
"beef,whole milk",2,2355,10,Samy,55,Alexandria,Credit
"yogurt,bottled beer,white wine,salty snack,napkins",5,2101,14,Magdy,36,Sohag,Cash
"frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins",8,214,3,Ahmed,30,Giza,Credit
"tropical fruit,pickled vegetables,fruit/vegetable juice",3,1514,3,Ahmed,30,Giza,Credit
"citrus fruit,butter,sliced cheese,domestic eggs",4,952,15,Sameh,35,Hurghada,Cash
salty snack,1,846,6,Walaa,29,Cairo,Cash
"soda,chocolate",2,1655,12,Eman,23,Aswan,Cash
"beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups",6,842,7,Huda,39,Gharbia,Cash
"citrus fruit,tropical fruit,pip fruit,other vegetables,zwieback,shopping bags",6,2242,11,Hanan,22,Fayoum,Cash
"sausage,yogurt",2,1035,4,Adel,50,Alexandria,Credit
"root vegetables,whole milk",2,1790,2,Mohamed,25,Alexandria,Cash
"frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers",7,930,2,Mohamed,25,Alexandria,Credit
"curd,dessert,soda,bottled beer,cake bar",5,432,3,Ahmed,30,Giza,Cash
curd,1,1790,5,Shimaa,55,Port Said,Cash
"whole milk,mustard",2,1312,11,Hanan,22,Fayoum,Cash
"whole milk,rolls/buns",2,726,11,Hanan,22,Fayoum,Credit
"onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn",10,1116,15,Sameh,35,Hurghada,Credit
"whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer",9,1539,13,Sayed,37,Cairo,Cash
"root vegetables,onions,whole milk,butter,oil,soups,bottled beer",7,275,5,Shimaa,55,Port Said,Credit
"pip fruit,other vegetables,brown bread,fruit/vegetable juice,specialty chocolate",5,100,7,Huda,39,Gharbia,Cash
"beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda",8,403,8,Rania,37,Dakahlia,Credit
"citrus fruit,butter milk,sliced cheese,bottled water,cleaner",5,1765,14,Magdy,36,Sohag,Cash
"sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers",7,854,6,Walaa,29,Cairo,Cash
"ice cream,rolls/buns",2,536,2,Mohamed,25,Alexandria,Credit
"ice cream,chocolate",2,1717,10,Samy,55,Alexandria,Cash
"tropical fruit,whole milk,bottled water,soda",4,521,15,Sameh,35,Hurghada,Credit
"tropical fruit,rolls/buns,canned fish,specialty chocolate,napkins",5,1609,15,Sameh,35,Hurghada,Cash
sparkling wine,1,622,2,Mohamed,25,Alexandria,Credit
"sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda",10,2283,13,Sayed,37,Cairo,Credit
"tropical fruit,soda,rum",3,1165,10,Samy,55,Alexandria,Credit
"long life bakery product,newspapers",2,2388,10,Samy,55,Alexandria,Credit
"whole milk,rolls/buns,nut snack",3,581,11,Hanan,22,Fayoum,Credit
"ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack",8,1630,15,Sameh,35,Hurghada,Credit
"frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers",9,750,12,Eman,23,Aswan,Cash
"rolls/buns,Instant food products",2,1901,10,Samy,55,Alexandria,Credit
"hamburger meat,frozen vegetables",2,487,15,Sameh,35,Hurghada,Cash
"condensed milk,coffee",2,622,4,Adel,50,Alexandria,Cash
"whole milk,pickled vegetables",2,1360,11,Hanan,22,Fayoum,Credit
bottled beer,1,1741,12,Eman,23,Aswan,Cash
"sausage,ham,pip fruit,processed cheese",4,2024,3,Ahmed,30,Giza,Credit
"white bread,coffee,seasonal products",3,1901,6,Walaa,29,Cairo,Credit
"other vegetables,bottled beer",2,1783,1,Farida,22,Cairo,Cash
"sausage,pip fruit,berries,whole milk,butter,whipped/sour cream",6,386,1,Farida,22,Cairo,Credit
"beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate",8,419,5,Shimaa,55,Port Said,Cash
"berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags",6,511,9,Maged,60,Hurghada,Cash
"beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads",6,1386,10,Samy,55,Alexandria,Cash
"whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags",10,1793,4,Adel,50,Alexandria,Cash
"frankfurter,curd,yogurt,hard cheese,brown bread,canned beer",6,671,15,Sameh,35,Hurghada,Cash
"tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer",6,795,14,Magdy,36,Sohag,Cash
"whole milk,house keeping products",2,1125,5,Shimaa,55,Port Said,Credit
"citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags",6,2141,8,Rania,37,Dakahlia,Cash
"dessert,UHT-milk,newspapers,shopping bags",4,2039,15,Sameh,35,Hurghada,Credit
"whole milk,soda,soap",3,1213,15,Sameh,35,Hurghada,Cash
"pastry,specialty chocolate,female sanitary products",3,2038,6,Walaa,29,Cairo,Credit
"curd cheese,rolls/buns,bottled beer",3,785,10,Samy,55,Alexandria,Cash
"other vegetables,whole milk,processed cheese,soda",4,984,12,Eman,23,Aswan,Cash
male cosmetics,1,516,7,Huda,39,Gharbia,Cash
"other vegetables,yogurt,specialty cheese,bottled water",4,582,11,Hanan,22,Fayoum,Cash
"finished products,rolls/buns",2,270,6,Walaa,29,Cairo,Credit
"other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine",6,1467,4,Adel,50,Alexandria,Cash
fruit/vegetable juice,1,796,8,Rania,37,Dakahlia,Credit
"berries,other vegetables,yogurt",3,1546,15,Sameh,35,Hurghada,Cash
"other vegetables,whole milk,butter,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,margarine,napkins",9,1833,6,Walaa,29,Cairo,Cash
roll products ,1,1820,9,Maged,60,Hurghada,Credit
"sausage,pork,beef,tropical fruit,grapes,other vegetables,whole milk,frozen dessert,domestic eggs,soda,chocolate",11,750,10,Samy,55,Alexandria,Credit
"beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product",8,528,11,Hanan,22,Fayoum,Credit
"tropical fruit,whipped/sour cream,UHT-milk,salt,pasta,oil,salty snack,candy",8,1525,10,Samy,55,Alexandria,Cash
"sausage,butter,butter milk,ice cream,coffee,salty snack",6,2284,10,Samy,55,Alexandria,Credit
specialty chocolate,1,1573,14,Magdy,36,Sohag,Credit
"bottled water,soda,bottled beer",3,2009,9,Maged,60,Hurghada,Cash
"sausage,yogurt,margarine,salty snack",4,1551,6,Walaa,29,Cairo,Credit
"whole milk,specialty chocolate,light bulbs",3,705,2,Mohamed,25,Alexandria,Credit
"beverages,specialty bar",2,662,9,Maged,60,Hurghada,Cash
"pastry,waffles,shopping bags",3,2494,5,Shimaa,55,Port Said,Cash
"grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags",12,2143,9,Maged,60,Hurghada,Credit
"citrus fruit,yogurt",2,733,12,Eman,23,Aswan,Credit
"citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags",5,1073,8,Rania,37,Dakahlia,Credit
"meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers",7,2492,3,Ahmed,30,Giza,Credit
"salty snack,specialty chocolate",2,2444,4,Adel,50,Alexandria,Cash
"finished products,beef,frozen meals,rolls/buns,soda",5,1542,2,Mohamed,25,Alexandria,Cash
"bottled beer,liquor",2,1728,4,Adel,50,Alexandria,Cash
"citrus fruit,tropical fruit,pastry,seasonal products",4,474,2,Mohamed,25,Alexandria,Credit
